id_complex	x	y
3ehy	"[1.818e+03 1.520e+02 8.580e+02 0.000e+00 0.000e+00 1.580e+02 0.000e+00
 0.000e+00 0.000e+00 4.620e+02 4.200e+01 2.220e+02 0.000e+00 0.000e+00
 4.300e+01 0.000e+00 0.000e+00 0.000e+00 4.840e+02 4.100e+01 2.360e+02
 0.000e+00 0.000e+00 4.600e+01 0.000e+00 0.000e+00 0.000e+00 1.000e+01
 1.000e+00 5.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	5.85
3ejp	"[2.931e+03 2.160e+02 8.560e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 7.450e+02 5.100e+01 2.120e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.620e+02 6.200e+01 2.460e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 1.000e+00 4.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.55
3ejq	"[3.037e+03 2.160e+02 8.580e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 7.760e+02 5.100e+01 2.120e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.050e+02 6.300e+01 2.510e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 1.000e+00 4.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.57
3ejr	"[3.256e+03 2.160e+02 8.480e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 8.300e+02 5.000e+01 2.090e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.800e+02 6.100e+01 2.440e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.000e+00
 1.000e+00 4.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.57
3eko	"[2.042e+03 1.690e+02 8.160e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 5.380e+02 4.600e+01 2.080e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.590e+02 6.100e+01 2.400e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e+01
 1.000e+00 7.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.7
3ekp	"[4.587e+03 5.520e+02 1.145e+03 0.000e+00 0.000e+00 1.890e+02 0.000e+00
 0.000e+00 0.000e+00 1.276e+03 1.630e+02 3.060e+02 0.000e+00 0.000e+00
 5.100e+01 0.000e+00 0.000e+00 0.000e+00 1.378e+03 1.730e+02 3.450e+02
 0.000e+00 0.000e+00 6.200e+01 0.000e+00 0.000e+00 0.000e+00 3.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.89
3ekr	"[3.263e+03 1.730e+02 6.460e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 8.490e+02 5.000e+01 1.550e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.038e+03 6.300e+01 1.840e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.600e+01
 2.000e+00 6.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.52
3ekt	"[4940.  571. 1332.    0.    0.  195.    0.    0.    0. 1387.  164.  367.
    0.    0.   50.    0.    0.    0. 1497.  176.  408.    0.    0.   65.
    0.    0.    0.    7.    0.    0.    0.    0.    0.    0.    0.    0.]"	10.59
3ekv	"[4600.  570. 1148.    0.    0.  191.    0.    0.    0. 1282.  163.  314.
    0.    0.   53.    0.    0.    0. 1355.  170.  342.    0.    0.   63.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	9.41
3ekw	"[6.293e+03 1.024e+03 1.196e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.764e+03 2.970e+02 3.180e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.915e+03 3.140e+02 3.500e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.96
3ekx	"[5627.  573.  772.    0.    0.  190.    0.    0.    0. 1570.  157.  206.
    0.    0.   50.    0.    0.    0. 1707.  171.  229.    0.    0.   58.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	9.41
3el1	"[6130.  998. 1162.    0.    0.    0.    0.    0.    0. 1688.  282.  315.
    0.    0.    0.    0.    0.    0. 1827.  306.  353.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	9.64
3el4	"[5.964e+03 9.890e+02 9.010e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.676e+03 2.840e+02 2.440e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.856e+03 3.050e+02 2.830e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+00
 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.17
3el5	"[5.600e+03 5.660e+02 7.520e+02 0.000e+00 0.000e+00 1.870e+02 0.000e+00
 0.000e+00 0.000e+00 1.592e+03 1.590e+02 2.070e+02 0.000e+00 0.000e+00
 4.800e+01 0.000e+00 0.000e+00 0.000e+00 1.767e+03 1.740e+02 2.400e+02
 0.000e+00 0.000e+00 6.100e+01 0.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.72
3el9	"[6.169e+03 1.000e+03 1.169e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.724e+03 2.900e+02 3.180e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.940e+03 3.160e+02 3.680e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.4
3elc	"[1315.  447.  713.  158.    0.    0.    0.    0.    0.  328.   97.  181.
   43.    0.    0.    0.    0.    0.  376.  121.  202.   43.    0.    0.
    0.    0.    0.   17.    7.    7.    3.    0.    0.    0.    0.    0.]"	2.69
3eqr	"[4940. 1327.  140.    0.    0.    0.    0.    0.    0. 1301.  358.   45.
    0.    0.    0.    0.    0.    0. 1436.  399.   48.    0.    0.    0.
    0.    0.    0.   48.   11.    0.    0.    0.    0.    0.    0.    0.]"	8.7
3ery	"[6992. 1570. 2067.    0.    0.    0.    0.    0.    0. 1521.  334.  436.
    0.    0.    0.    0.    0.    0. 1694.  378.  496.    0.    0.    0.
    0.    0.    0.   55.   16.   16.    0.    0.    0.    0.    0.    0.]"	5.66
3evd	"[1301.  570. 1544.    0.  294.    0.    0.    0.    0.  349.  142.  481.
    0.  104.    0.    0.    0.    0.  405.  168.  505.    0.  106.    0.
    0.    0.    0.   10.    4.    3.    0.    0.    0.    0.    0.    0.]"	6.91
3ewc	"[2.75e+03 9.41e+02 9.49e+02 0.00e+00 0.00e+00 1.99e+02 0.00e+00 0.00e+00
 0.00e+00 7.99e+02 2.79e+02 2.60e+02 0.00e+00 0.00e+00 5.20e+01 0.00e+00
 0.00e+00 0.00e+00 7.96e+02 2.77e+02 2.53e+02 0.00e+00 0.00e+00 5.70e+01
 0.00e+00 0.00e+00 0.00e+00 3.00e+01 1.30e+01 1.30e+01 0.00e+00 0.00e+00
 1.00e+00 0.00e+00 0.00e+00 0.00e+00]"	7.7
3ewj	"[4.911e+03 3.150e+02 7.140e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.341e+03 8.600e+01 1.900e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.495e+03 8.800e+01 2.090e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.600e+01
 3.000e+00 5.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	6.84
3exe	"[2530.  832. 1486.    0.  418.  199.    0.    0.    0.  728.  246.  447.
    0.  127.   62.    0.    0.    0.  750.  242.  467.    0.  129.   67.
    0.    0.    0.   44.   18.   30.    0.    9.    3.    0.    0.    0.]"	6.96
3exh	"[2305.  787. 1314.    0.  364.  171.    0.    0.    0.  671.  230.  407.
    0.  117.   53.    0.    0.    0.  673.  229.  397.    0.  113.   57.
    0.    0.    0.   44.   17.   31.    0.   10.    3.    0.    0.    0.]"	4.88
3f15	"[1.980e+03 3.190e+02 1.061e+03 0.000e+00 0.000e+00 1.540e+02 0.000e+00
 0.000e+00 0.000e+00 4.870e+02 8.500e+01 2.710e+02 0.000e+00 0.000e+00
 4.300e+01 0.000e+00 0.000e+00 0.000e+00 5.360e+02 9.600e+01 2.990e+02
 0.000e+00 0.000e+00 4.700e+01 0.000e+00 0.000e+00 0.000e+00 1.000e+01
 2.000e+00 5.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.1
3f16	"[1.777e+03 3.170e+02 9.790e+02 0.000e+00 0.000e+00 1.510e+02 0.000e+00
 0.000e+00 0.000e+00 4.360e+02 8.200e+01 2.490e+02 0.000e+00 0.000e+00
 4.200e+01 0.000e+00 0.000e+00 0.000e+00 4.670e+02 9.300e+01 2.630e+02
 0.000e+00 0.000e+00 4.700e+01 0.000e+00 0.000e+00 0.000e+00 1.000e+01
 2.000e+00 6.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.23
3f17	"[2.551e+03 3.080e+02 6.170e+02 0.000e+00 0.000e+00 1.470e+02 0.000e+00
 0.000e+00 0.000e+00 6.170e+02 8.600e+01 1.730e+02 0.000e+00 0.000e+00
 3.800e+01 0.000e+00 0.000e+00 0.000e+00 6.790e+02 9.000e+01 1.770e+02
 0.000e+00 0.000e+00 4.300e+01 0.000e+00 0.000e+00 0.000e+00 1.400e+01
 2.000e+00 3.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.63
3f18	"[1.625e+03 3.150e+02 7.270e+02 2.110e+02 0.000e+00 1.530e+02 0.000e+00
 0.000e+00 0.000e+00 4.110e+02 8.400e+01 1.970e+02 4.600e+01 0.000e+00
 4.200e+01 0.000e+00 0.000e+00 0.000e+00 4.500e+02 9.400e+01 2.100e+02
 5.200e+01 0.000e+00 4.600e+01 0.000e+00 0.000e+00 0.000e+00 1.000e+01
 2.000e+00 4.000e+00 1.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.4
3f19	"[1.42e+03 3.20e+02 6.43e+02 2.13e+02 0.00e+00 1.58e+02 0.00e+00 0.00e+00
 0.00e+00 3.60e+02 8.50e+01 1.78e+02 4.50e+01 0.00e+00 4.30e+01 0.00e+00
 0.00e+00 0.00e+00 3.80e+02 9.70e+01 1.86e+02 5.20e+01 0.00e+00 4.70e+01
 0.00e+00 0.00e+00 0.00e+00 8.00e+00 2.00e+00 4.00e+00 1.00e+00 0.00e+00
 1.00e+00 0.00e+00 0.00e+00 0.00e+00]"	7.19
3f1a	"[1.409e+03 3.220e+02 6.470e+02 0.000e+00 0.000e+00 1.590e+02 0.000e+00
 0.000e+00 0.000e+00 3.640e+02 8.500e+01 1.810e+02 0.000e+00 0.000e+00
 4.300e+01 0.000e+00 0.000e+00 0.000e+00 3.810e+02 9.400e+01 1.870e+02
 0.000e+00 0.000e+00 4.600e+01 0.000e+00 0.000e+00 0.000e+00 8.000e+00
 2.000e+00 4.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.21
3f33	"[2.805e+03 0.000e+00 2.280e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 7.420e+02 0.000e+00 5.600e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.570e+02 0.000e+00 7.000e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	3.34
3f34	"[2368.    0.  231.    0.    0.    0.    0.    0.    0.  634.    0.   57.
    0.    0.    0.    0.    0.    0.  653.    0.   72.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.16
3f37	"[1930.    0.  238.    0.    0.    0.    0.    0.    0.  517.    0.   61.
    0.    0.    0.    0.    0.    0.  516.    0.   73.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	2.62
3f3c	"[2149.  238.  464.  253.    0.    0.    0.    0.    0.  530.   58.  113.
   57.    0.    0.    0.    0.    0.  663.   72.  140.   70.    0.    0.
    0.    0.    0.   25.    3.    3.    3.    0.    0.    0.    0.    0.]"	6.02
3f3d	"[1189.  238.  462.    0.    0.  237.    0.    0.    0.  291.   58.  114.
    0.    0.   62.    0.    0.    0.  368.   72.  138.    0.    0.   73.
    0.    0.    0.   11.    3.    3.    0.    0.    4.    0.    0.    0.]"	7.16
3f3e	"[1444.  240.  470.    0.    0.    0.    0.    0.    0.  357.   59.  113.
    0.    0.    0.    0.    0.    0.  448.   73.  139.    0.    0.    0.
    0.    0.    0.   14.    3.    3.    0.    0.    0.    0.    0.    0.]"	7.7
3f48	"[731. 241. 464.   0.   0.   0.   0.   0.   0. 175.  58. 115.   0.   0.
   0.   0.   0.   0. 221.  72. 137.   0.   0.   0.   0.   0.   0.   7.
   3.   3.   0.   0.   0.   0.   0.   0.]"	6.29
3f5j	"[4571.    0. 3985.    0.    0.    0.    0.    0.    0. 1195.    0. 1035.
    0.    0.    0.    0.    0.    0. 1303.    0. 1102.    0.    0.    0.
    0.    0.    0.   12.    0.   13.    0.    0.    0.    0.    0.    0.]"	4.28
3f5k	"[5114.    0. 4394.    0.    0.    0.    0.    0.    0. 1305.    0. 1116.
    0.    0.    0.    0.    0.    0. 1437.    0. 1220.    0.    0.    0.
    0.    0.    0.   18.    0.   17.    0.    0.    0.    0.    0.    0.]"	4.62
3f5l	"[2656.    0. 2440.    0.    0.    0.    0.    0.    0.  754.    0.  653.
    0.    0.    0.    0.    0.    0.  779.    0.  688.    0.    0.    0.
    0.    0.    0.    3.    0.    4.    0.    0.    0.    0.    0.    0.]"	3.72
3f68	"[3713.  456.  409.    0.    0.    0.  214.    0.    0.  969.  116.  102.
    0.    0.    0.   53.    0.    0. 1125.  142.  120.    0.    0.    0.
   64.    0.    0.   80.   12.   11.    0.    0.    0.    7.    0.    0.]"	5.06
3f6e	"[4.110e+03 1.037e+03 1.623e+03 0.000e+00 3.960e+02 2.020e+02 0.000e+00
 0.000e+00 0.000e+00 1.158e+03 3.040e+02 4.020e+02 0.000e+00 1.030e+02
 5.500e+01 0.000e+00 0.000e+00 0.000e+00 1.276e+03 3.230e+02 4.950e+02
 0.000e+00 1.210e+02 5.700e+01 0.000e+00 0.000e+00 0.000e+00 2.200e+01
 7.000e+00 1.800e+01 0.000e+00 5.000e+00 1.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	2.38
3f6g	"[1.256e+03 1.820e+02 4.140e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.120e+02 4.300e+01 1.050e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.000e+02 6.000e+01 1.340e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.000e+00
 1.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.72
3f70	"[869. 239. 148.   0.   0.   0.   0.   0.   0. 220.  57.  34.   0.   0.
   0.   0.   0.   0. 259.  66.  47.   0.   0.   0.   0.   0.   0.  14.
   4.   3.   0.   0.   0.   0.   0.   0.]"	4.85
3f78	"[6.750e+02 0.000e+00 2.260e+02 1.124e+03 0.000e+00 0.000e+00 1.930e+02
 0.000e+00 0.000e+00 1.220e+02 0.000e+00 4.100e+01 2.010e+02 0.000e+00
 0.000e+00 3.500e+01 0.000e+00 0.000e+00 1.510e+02 0.000e+00 4.700e+01
 2.560e+02 0.000e+00 0.000e+00 4.400e+01 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 1.000e+00 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	3.1
3f7g	"[2.635e+03 4.690e+02 3.400e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 6.800e+02 1.130e+02 7.800e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.710e+02 1.270e+02 9.200e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.500e+01
 2.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.37
3f7h	"[2.953e+03 4.520e+02 3.310e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 7.610e+02 1.060e+02 7.600e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.090e+02 1.110e+02 8.400e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e+01
 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.09
3f7i	"[2.841e+03 4.670e+02 3.300e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 7.320e+02 1.090e+02 7.700e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.930e+02 1.130e+02 8.100e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.300e+01
 2.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.34
3f80	"[1.133e+03 4.050e+02 7.910e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 3.510e+02 1.210e+02 2.400e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.090e+02 1.440e+02 2.840e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00
 1.000e+00 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	4.22
3f8c	"[4.927e+03 1.084e+03 1.910e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.238e+03 2.830e+02 4.800e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.311e+03 2.930e+02 4.700e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.700e+01
 1.600e+01 2.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.68
3f8e	"[2.38e+03 0.00e+00 7.13e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 6.63e+02 0.00e+00 2.07e+02 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 5.78e+02 0.00e+00 1.80e+02 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 6.00e+00 0.00e+00 1.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00 0.00e+00]"	7.23
3f8f	"[4259.  102. 1497.    0.    0.    0.    0.    0.    0. 1109.   24.  394.
    0.    0.    0.    0.    0.    0. 1220.   28.  430.    0.    0.    0.
    0.    0.    0.   62.    0.   21.    0.    0.    0.    0.    0.    0.]"	6.63
3fas	"[1128.  227.  916.    0.    0.    0.    0.    0.    0.  271.   52.  209.
    0.    0.    0.    0.    0.    0.  327.   61.  259.    0.    0.    0.
    0.    0.    0.   18.    4.   12.    0.    0.    0.    0.    0.    0.]"	6.77
3fat	"[1595.  462.  923.    0.    0.    0.    0.    0.    0.  378.  109.  219.
    0.    0.    0.    0.    0.    0.  466.  131.  265.    0.    0.    0.
    0.    0.    0.   29.    7.   14.    0.    0.    0.    0.    0.    0.]"	7.64
3fcq	"[1877.    0.  804.    0.    0.    0.    0.    0.    0.  493.    0.  229.
    0.    0.    0.    0.    0.    0.  578.    0.  261.    0.    0.    0.
    0.    0.    0.    7.    0.    5.    0.    0.    0.    0.    0.    0.]"	2.77
3fed	"[2157.  201. 1730.    0.  212.    0.    0.    0.    0.  649.   65.  520.
    0.   68.    0.    0.    0.    0.  705.   66.  558.    0.   75.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	7.46
3fee	"[1116.  666. 1112.    0.    0.    0.    0.    0.    0.  310.  189.  311.
    0.    0.    0.    0.    0.    0.  346.  209.  347.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	6.64
3ff3	"[1121.  220.  906.    0.    0.    0.    0.    0.    0.  320.   60.  241.
    0.    0.    0.    0.    0.    0.  348.   74.  273.    0.    0.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.57
3ffg	"[4195. 1115.  417.  299.    0.    0.    0.    0.    0. 1179.  324.  114.
  110.    0.    0.    0.    0.    0. 1322.  353.  133.   96.    0.    0.
    0.    0.    0.   91.   25.    9.    7.    0.    0.    0.    0.    0.]"	9.08
3ffp	"[1958.  772.  494.    0.    0.  394.    0.    0.    0.  546.  218.  130.
    0.    0.  107.    0.    0.    0.  487.  200.  126.    0.    0.  101.
    0.    0.    0.   10.    4.    2.    0.    0.    2.    0.    0.    0.]"	7.14
3fh7	"[4.570e+03 2.280e+02 8.840e+02 0.000e+00 0.000e+00 0.000e+00 2.230e+02
 0.000e+00 0.000e+00 1.111e+03 5.200e+01 2.230e+02 0.000e+00 0.000e+00
 0.000e+00 5.100e+01 0.000e+00 0.000e+00 1.270e+03 6.000e+01 2.580e+02
 0.000e+00 0.000e+00 0.000e+00 6.000e+01 0.000e+00 0.000e+00 5.300e+01
 3.000e+00 9.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00 0.000e+00
 0.000e+00]"	7.6
3fhb	"[1351.  171.  386.    0.    0.    0.    0.    0.    0.  325.   47.   87.
    0.    0.    0.    0.    0.    0.  388.   50.   98.    0.    0.    0.
    0.    0.    0.   10.    0.    4.    0.    0.    0.    0.    0.    0.]"	5.7
3fj7	"[ 585.    0. 1249.    0.  222.    0.    0.    0.    0.  174.    0.  372.
    0.   71.    0.    0.    0.    0.  165.    0.  350.    0.   65.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.71
3fjg	"[ 566.    0. 1385.    0.  220.    0.    0.    0.    0.  170.    0.  413.
    0.   71.    0.    0.    0.    0.  156.    0.  387.    0.   64.    0.
    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.]"	3.73
3fl5	"[2901.    0. 1237.    0.    0.    0.    0.    0.    0.  776.    0.  328.
    0.    0.    0.    0.    0.    0.  769.    0.  324.    0.    0.    0.
    0.    0.    0.   20.    0.    8.    0.    0.    0.    0.    0.    0.]"	7.28
3fqe	"[3.041e+03 1.157e+03 1.880e+02 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 8.060e+02 3.060e+02 4.700e+01 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.980e+02 3.180e+02 5.400e+01
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.500e+01
 2.000e+01 3.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	8.3
3fql	"[4.487e+03 4.110e+02 1.019e+03 2.050e+02 0.000e+00 2.120e+02 0.000e+00
 0.000e+00 0.000e+00 1.113e+03 1.010e+02 2.540e+02 5.300e+01 0.000e+00
 5.100e+01 0.000e+00 0.000e+00 0.000e+00 1.258e+03 1.080e+02 2.780e+02
 6.100e+01 0.000e+00 5.400e+01 0.000e+00 0.000e+00 0.000e+00 6.500e+01
 7.000e+00 1.900e+01 3.000e+00 0.000e+00 3.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	7.15
3fuc	"[2314.  891.  827.  384.  209.    0.    0.    0.    0.  638.  225.  201.
  104.   51.    0.    0.    0.    0.  659.  247.  220.  104.   49.    0.
    0.    0.    0.   27.   15.   14.    5.    4.    0.    0.    0.    0.]"	9.72
3fur	"[3997.  376.  643.    0.    0.  230.  829.    0.    0.  906.   82.  154.
    0.    0.   50.  183.    0.    0.  913.   89.  147.    0.    0.   49.
  174.    0.    0.   86.    8.   12.    0.    0.    4.   18.    0.    0.]"	8.0
3fuz	"[1127.  230.  919.    0.    0.    0.    0.    0.    0.  271.   54.  211.
    0.    0.    0.    0.    0.    0.  332.   64.  262.    0.    0.    0.
    0.    0.    0.   23.    4.   13.    0.    0.    0.    0.    0.    0.]"	6.54
3fv1	"[2707.  463. 1617.    0.    0.    0.    0.    0.    0.  649.  108.  378.
    0.    0.    0.    0.    0.    0.  777.  132.  452.    0.    0.    0.
    0.    0.    0.   46.    8.   24.    0.    0.    0.    0.    0.    0.]"	9.3
3fv2	"[2482.  226. 1840.    0.    0.    0.    0.    0.    0.  600.   53.  433.
    0.    0.    0.    0.    0.    0.  724.   63.  524.    0.    0.    0.
    0.    0.    0.   40.    4.   28.    0.    0.    0.    0.    0.    0.]"	8.11
3fv3	"[4.811e+03 7.380e+02 1.152e+03 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 1.298e+03 1.960e+02 3.080e+02 0.000e+00 0.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.845e+03 2.860e+02 4.410e+02
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.000e+00
 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
 0.000e+00]"	9.52
3fvh	"[2665.  871. 1451.    0.  143.    0.    0.    0.    0.  667.  220.  395.
    0.   43.    0.    0.    0.    0.  586.  191.  342.    0.   39.    0.
    0.    0.    0.   18.    7.    6.    0.    0.    0.    0.    0.    0.]"	6.35
